Name,AB,H,HR,R,RBI,BB,SO,NSB,AVG,OBP,SLG,OPS,wRC+,WAR,PlayerID,Score
Gary Sánchez,235.458,50.2495,13.2459,30.3075,36.984,24.6671,73.3491,0.287872,0.213411,0.297645,0.422977,0.720623,93.7877,0.573077,11442,0.4938466418864471
Liover Peguero,347.506,84.7922,9.44256,41.506,38.446,22.5678,97.8308,8.773439999999999,0.244002,0.292356,0.382496,0.674853,80.123,0.571899,24273,-4.708170409627897
Michael Busch,354.6,83.8014,13.0948,47.8965,47.322,37.4365,109.728,1.934617,0.236326,0.316433,0.405981,0.722415,97.7945,0.560985,26319,9.619580514183072
Miguel Vargas,188.944,47.3538,6.20622,27.9928,26.1975,21.711,43.6574,2.59926,0.250623,0.33112,0.410986,0.742106,102.92,0.553007,20178,6.3410767228464096
Reese McGuire,225.975,55.4936,2.36773,23.0354,20.2888,13.9332,56.662,0.827318,0.245574,0.293783,0.339616,0.633399,68.0227,0.552461,15674,-23.534149201166315
Josh H. Smith,156.426,35.803,4.24357,21.6592,16.4411,18.4903,40.2929,1.7079900000000001,0.228881,0.325719,0.372559,0.698278,93.3303,0.548365,26396,-9.383857155022115
Manuel Margot,282.806,74.9193,5.77946,37.3114,35.8111,20.1696,50.8521,5.1671,0.264914,0.31707,0.389736,0.706806,93.1547,0.54503,14712,2.1818508181133818
Buddy Kennedy,51.8781,12.5701,1.11502,6.6293,6.10683,5.74136,13.0045,0.42930700000000005,0.242301,0.326711,0.359131,0.685842,90.9623,0.544228,22505,-16.326146424087753
Brenton Doyle,436.086,101.916,13.6435,56.0265,50.2236,24.7783,157.89,15.32921,0.233706,0.279763,0.387226,0.666989,63.1224,0.54342,25479,-2.537865464897232
Will Brennan,288.262,78.2891,4.0454,32.6476,32.7315,17.0862,41.9054,5.91797,0.27159,0.317546,0.376126,0.693672,92.759,0.532249,25660,-1.2294602223208588
Kyle Manzardo,359.796,83.2304,13.2379,43.7143,48.5176,43.0145,86.4973,0.6010470000000001,0.231326,0.315713,0.40422,0.719932,100.015,0.531676,sa3017342,9.153066185253365
James McCann,192.012,44.6872,5.23752,21.8539,22.3508,12.652,54.2457,1.4986449999999998,0.232731,0.288276,0.357376,0.645652,79.5602,0.531284,12859,-21.48481025100548
Mauricio Dubón,306.986,79.8891,6.78114,41.0521,34.0892,16.2052,48.1882,2.8755100000000002,0.260237,0.299829,0.381489,0.681318,86.7457,0.529427,16530,-4.591210194856313
Adam Duvall,355.436,79.0646,20.0042,47.1492,57.3092,26.0896,121.354,1.891784,0.222444,0.283146,0.44614,0.729286,94.7156,0.528287,10950,10.829674805149832
Patrick Wisdom,304.684,64.2144,19.9409,44.0765,49.8212,33.4455,124.062,3.0409999999999995,0.210757,0.29564,0.449538,0.745178,100.603,0.52223,13602,13.218610363458955
Connor Joe,324.047,78.1538,8.67586,45.1655,36.3238,41.0893,83.5159,1.75599,0.241181,0.334506,0.387093,0.721599,97.5259,0.520834,16572,7.734587155519516
Ceddanne Rafaela,195.895,50.3603,5.21637,27.5495,23.7484,9.36446,49.8181,5.74461,0.257078,0.296444,0.408946,0.705389,85.104,0.518289,24262,-4.406625322185635
Blake Sabol,136.751,31.7035,4.95065,16.4843,17.6425,11.6691,48.7479,1.0870600000000001,0.231833,0.297488,0.389746,0.687233,86.9709,0.513324,25805,-13.93825115539945
Kolten Wong,204.047,49.0033,5.26115,27.6548,23.9117,17.6521,43.8163,3.53491,0.240157,0.312138,0.378142,0.69028,89.1086,0.50934,12532,-8.111812658637724
Luis Matos,277.255,73.4324,6.00792,36.0883,32.2433,21.9369,39.139,8.65623,0.264855,0.323226,0.393174,0.716401,96.5417,0.509075,26467,5.443261900205394
Jakob Marsee,159.532,36.7437,4.71005,22.2868,17.2612,20.62,41.4551,5.3116200000000005,0.230321,0.324859,0.371022,0.695881,93.1832,0.503075,sa3019868,-8.328793871208715
Joey Gallo,339.7,63.7616,21.246,47.9545,50.8214,57.3725,155.422,1.469993,0.1877,0.309992,0.415194,0.725187,96.3871,0.502012,14128,10.755139692664976
Kyle Higashioka,204.401,44.9493,8.25401,21.7108,27.3402,13.0373,58.3113,0.06184499999999998,0.219907,0.267232,0.386749,0.653981,74.8609,0.50116,5517,-20.54952181333195
Donovan Solano,245.526,66.6643,4.0244,28.0648,26.3275,20.1908,59.4139,-0.04755200000000001,0.271516,0.339687,0.379083,0.71877,99.6042,0.500456,8623,3.4580920924660115
Tyrone Taylor,292.352,68.2837,12.1086,38.8315,40.6369,17.0687,74.5424,5.434749999999999,0.233567,0.286519,0.419494,0.706013,89.8833,0.486322,13675,-0.03668523808243551
JJ Bleday,402.369,85.8407,14.7569,51.5731,47.6238,56.4714,116.008,4.33324,0.213338,0.312966,0.380672,0.693638,97.3379,0.483495,26368,4.930512592076263
Adam Frazier,304.446,78.6136,4.11311,39.0867,31.9365,24.2852,44.7107,4.45329,0.258218,0.318219,0.365665,0.683884,88.0988,0.479201,15223,-4.066459929039377
Whit Merrifield,422.432,110.192,7.89625,54.4864,47.185,28.185,76.4193,13.460930000000001,0.260851,0.306965,0.375128,0.682092,85.5678,0.463302,11281,2.7725582860647657
Nicky Lopez,355.847,86.2181,1.53824,43.2736,27.494,32.1118,59.2067,7.73583,0.24229,0.311405,0.306403,0.617808,72.8159,0.463143,19339,-20.383342586970677
Nick Allen,252.47,58.8052,2.96146,26.8575,19.5409,17.53,47.0533,3.94745,0.23292,0.285398,0.322662,0.608059,72.0825,0.460268,22277,-29.115060575784565
Enrique Hernández,316.623,74.5378,8.74889,39.5585,39.6184,27.225,67.2075,1.1472849999999999,0.235415,0.300114,0.37613,0.676244,84.4237,0.458641,10472,-6.614852544122838
Rob Refsnyder,202.125,52.6168,4.34094,29.1874,24.4466,25.5612,53.2065,3.1185899999999993,0.260319,0.351797,0.386055,0.737852,101.616,0.453048,13770,7.426200830514151
Estevan Florial,222.796,49.8255,6.81524,29.5457,26.435,23.7175,81.9127,7.01678,0.223638,0.302146,0.374005,0.676151,88.1939,0.452212,19151,-11.45701516911659
Wander Franco,54.3979,15.5576,1.95193,8.38107,6.56958,4.93678,7.48971,2.296073,0.285997,0.347323,0.473273,0.820596,122.835,0.443543,23667,20.029047255572742
Tyler Freeman,115.788,30.777,1.94114,15.0668,13.1805,7.66782,19.4807,2.268078,0.265805,0.329409,0.372807,0.702216,98.0788,0.441728,22532,-6.759471569021088
Paul DeJong,323.012,66.0551,12.9135,36.7376,38.8161,24.0804,105.37,2.1428000000000003,0.204498,0.268487,0.36722,0.635707,71.8753,0.43321,18015,-19.183954665485217
Jasson Domínguez,152.757,37.1504,4.82911,23.5184,19.9762,17.7701,45.8742,5.098179999999999,0.2432,0.324447,0.396961,0.721408,97.6186,0.430971,28080,-1.518181234870649
Alex Jackson,137.418,28.8479,5.65776,15.5473,17.8666,9.26409,49.5565,0.21691700000000003,0.209928,0.271585,0.384785,0.656369,76.8287,0.430491,17276,-25.094919945123316
Giancarlo Stanton,410.49,92.7941,26.9849,54.7656,71.4236,47.419,135.511,-0.153335,0.226057,0.307726,0.458811,0.766538,105.865,0.430282,4949,30.019437809056647
Heston Kjerstad,233.465,60.2197,7.62921,30.5437,28.2376,16.3135,59.1888,0.8012000000000001,0.257938,0.316785,0.421529,0.738314,104.381,0.429188,31166,6.4185197413455874
Ji Hwan Bae,287.561,72.4001,3.05773,40.8777,27.0571,26.4869,70.7334,12.73384,0.251773,0.319181,0.350676,0.669857,82.8479,0.427795,23818,-7.56202431102505
Edward Olivares,305.948,80.3746,9.50814,41.309,35.8866,20.6288,60.2286,5.648159999999999,0.262707,0.317896,0.422454,0.74035,98.1816,0.426103,19698,12.22212122776002
Brian Anderson,213.047,49.0665,6.3572,26.6741,26.0795,23.1492,66.8541,0.37141499999999994,0.230308,0.314915,0.371756,0.686671,89.7007,0.42421,18289,-9.186361485621166
Joshua Palacios,294.703,75.5285,8.92495,37.4255,37.5031,21.8507,66.8527,5.31217,0.256287,0.315572,0.402976,0.718548,93.4127,0.418877,19818,5.953964863394667
Jordan Diaz,291.768,72.8279,8.83502,29.3447,34.3846,16.4015,62.3727,0.3044760000000001,0.249609,0.294372,0.391055,0.685426,91.3469,0.417734,22650,-5.313073572972191
Oswald Peraza,198.359,46.4067,4.992,25.8231,21.2067,15.1512,50.8167,5.1966,0.233953,0.300051,0.358661,0.658712,81.3063,0.414871,22823,-16.863499292014353
Riley Adams,171.088,38.0887,5.67867,18.3749,20.8802,15.7116,58.112,-0.076371,0.222627,0.301624,0.384686,0.68631,86.2236,0.41114,19864,-13.808710236444284
Spencer Horwitz,99.9664,25.5719,2.3117,12.8349,12.467,12.9436,23.6842,0.831696,0.255805,0.345988,0.384219,0.730207,105.964,0.409659,26477,-1.0487031617645788
Dominic Fletcher,348.502,83.2382,7.36444,41.8888,37.4536,26.5496,90.5232,2.06766,0.238846,0.298418,0.364543,0.662961,80.7276,0.404271,26149,-9.775452636856569
Joey Wiemer,231.119,52.802,8.22246,30.9552,29.3316,22.0845,71.6627,5.72146,0.228463,0.301517,0.388891,0.690408,86.7904,0.398171,27690,-6.818299745334988
Kris Bryant,428.325,113.183,16.1441,61.7611,55.5497,44.2222,98.8199,1.4729850000000002,0.264245,0.341206,0.439495,0.780701,97.3462,0.395784,15429,32.72465562213155
Jonny DeLuca,272.099,63.1673,10.2034,35.0423,34.7448,22.3515,63.0627,4.9963299999999995,0.232148,0.297712,0.406905,0.704616,90.2215,0.394372,26365,-1.1597186559803618
C.J. Cron,325.037,78.6012,15.2472,43.1614,50.1615,27.3706,89.7814,-0.070882,0.241822,0.307657,0.432217,0.739875,99.786,0.390091,12546,13.212499624811569
Andrew Knizner,166.008,37.6239,5.46863,20.2425,20.1048,12.9171,43.3901,0.618444,0.22664,0.292176,0.368121,0.660297,79.2625,0.385038,19514,-19.433208243070116
Kevin Smith,100.886,20.5904,3.11755,11.7151,11.2102,5.7158,34.955,1.263897,0.204097,0.249627,0.342788,0.592416,58.4111,0.384412,20242,-43.39620838603319
Randal Grichuk,341.108,84.2042,12.81,43.115,44.5478,20.5075,81.1287,0.717388,0.246855,0.294771,0.415197,0.709967,91.4109,0.383259,10243,4.409885925813348
Evan Longoria,190.794,43.9315,8.21721,23.5391,27.1293,18.8356,61.4458,-0.006861999999999979,0.230257,0.301364,0.40572,0.707084,91.7704,0.377282,9368,-5.337612771814097
Sam Huff,81.5657,19.1575,4.08309,10.1229,11.6185,7.39122,29.854,0.0797756,0.234872,0.301857,0.427285,0.729142,95.6421,0.367022,22209,-7.008662871358259
Tony Kemp,241.417,58.0811,3.26888,31.4685,22.4533,27.2964,31.6232,5.81676,0.240584,0.324604,0.338855,0.663459,85.7212,0.359487,14894,-11.89567296507802
Dominic Canzone,224.075,54.7441,8.04842,28.7269,29.4346,15.4272,47.9212,1.81337,0.244312,0.296519,0.412574,0.709093,97.2001,0.3421,26438,-2.548911987691245
Rowdy Tellez,375.34,89.1992,18.3767,45.1398,59.1204,40.5951,90.3937,0.600182,0.237649,0.315148,0.432999,0.748147,98.4703,0.333402,15679,20.199794953328805
Adalberto Mondesi,218.693,48.6882,6.27658,31.6104,22.7556,12.0681,73.2196,14.604949999999999,0.222633,0.266569,0.371145,0.637714,70.8606,0.333268,13769,-22.44107599437198
Nick Gordon,215.217,53.7922,5.5924,27.0683,24.9873,11.2461,48.5651,3.20834,0.249944,0.294684,0.399136,0.69382,85.4498,0.32786,16337,-7.5627386681796835
Lenyn Sosa,216.036,52.5934,7.67871,23.5045,24.7187,10.2179,52.2479,0.4463490000000001,0.243448,0.279741,0.400163,0.679905,81.6978,0.320871,22896,-11.487770613243212
Alexander Canario,164.387,37.4493,6.52725,21.4099,23.1833,13.3846,56.1381,2.3440570000000003,0.227811,0.288719,0.407378,0.696097,87.7507,0.320537,22842,-10.911186327560763
Michael Stefanic,107.116,28.4963,1.01296,12.6805,10.1733,10.9991,15.2214,0.42887399999999987,0.266031,0.344027,0.343292,0.687319,92.9892,0.320411,25353,-9.74218414060304
Garrett Hampson,196.257,47.9596,2.9282,25.895,18.0531,17.3951,54.2997,5.70943,0.244371,0.309876,0.350835,0.660711,82.2482,0.320396,19262,-15.661121928903334
Aledmys Díaz,274.155,65.3944,6.21523,27.336,29.4303,16.1786,54.7562,0.6024790000000001,0.23853,0.29022,0.362647,0.652867,82.9607,0.318338,15937,-16.40896599898653
Harold Ramírez,294.061,82.7499,7.1321,35.3826,39.3144,15.0218,55.4231,1.81797,0.281404,0.323256,0.41416,0.737417,100.692,0.315591,14387,11.315125060099465
Dairon Blanco,100.709,25.7037,1.92648,14.3069,10.5669,7.42339,27.2327,10.587110000000001,0.255227,0.315529,0.387411,0.70294,92.7251,0.313576,19779,-8.008844095723086
Robbie Grossman,334.364,76.0235,9.50867,45.1067,39.8121,49.0648,95.4802,3.0988100000000003,0.227367,0.329694,0.368868,0.698563,94.5005,0.31337,5254,2.691317304592348
Orelvis Martinez,123.187,26.9535,5.69786,15.3023,18.1985,11.8865,38.7348,0.29349200000000003,0.218802,0.292305,0.408363,0.700668,91.5508,0.313079,sa3010692,-13.03294421448228
Austin Barnes,163.987,35.3314,3.68815,20.1256,17.0991,17.0417,40.4756,1.2074880000000001,0.215453,0.296913,0.3232,0.620113,72.4974,0.312457,12158,-29.894210712799755
Trevor Larnach,191.754,43.5206,7.3452,25.8656,27.1615,23.8616,71.2617,0.8848419999999999,0.226961,0.31603,0.399417,0.715447,98.0936,0.309044,21501,-3.041063608182351
Andrew McCutchen,395.066,95.4352,12.5104,54.4091,50.0553,58.5409,100.165,5.3866700000000005,0.241568,0.342042,0.389576,0.731618,100.472,0.30211,9847,18.01250127250952
Matt Thaiss,150.824,32.629,4.9389,17.9734,17.6069,18.5671,45.2921,0.6848650000000001,0.216338,0.307386,0.357007,0.664393,82.3314,0.295777,19318,-19.17922936027096
Francisco Mejía,127.861,30.5835,3.84088,14.8095,15.4994,5.98053,30.2592,0.02624299999999999,0.239194,0.27945,0.388871,0.668321,78.7472,0.294165,16403,-19.75240714307932
Nick Gonzales,210.996,49.0444,4.24124,26.4889,23.4202,19.6871,67.4556,0.9683140000000001,0.232442,0.307987,0.36671,0.674697,82.733,0.293735,27490,-13.930642713769538
Carlos Santana,414.218,94.6199,14.1551,53.5681,56.8045,55.6715,83.3176,1.871498,0.22843,0.320194,0.379738,0.699932,95.9625,0.288301,2396,8.960734188237742
Carter Kieboom,212.768,49.1232,6.01834,25.6604,24.21,22.4009,61.5542,0.46723100000000006,0.230877,0.311816,0.363404,0.67522,84.8429,0.283271,19958,-12.049517219972248
Addison Barger,85.5148,19.8205,2.39092,10.5263,10.1576,7.55267,24.8397,0.20231899999999997,0.231778,0.300874,0.374321,0.675195,87.5095,0.280583,sa3006910,-19.82879505396433
Austin Meadows,108.246,27.2168,4.4681,14.8595,16.2792,11.6311,21.4508,0.446117,0.251435,0.328819,0.444087,0.772906,109.729,0.279109,15672,7.81463353558021
Mike Zunino,104.382,19.818,5.12598,12.5734,14.3259,9.56047,44.1536,0.025805800000000004,0.18986,0.267317,0.37635,0.643667,74.2717,0.278681,13265,-31.893784830076648
Jesse Winker,249.289,59.8921,7.44876,33.5182,31.9037,40.5281,60.2076,-0.016735999999999973,0.240252,0.353378,0.37786,0.731238,103.629,0.277837,13590,8.088936310145197
Sam Haggerty,120.613,28.7882,2.53811,16.6419,12.0006,12.034,30.6905,7.05685,0.238683,0.314601,0.369404,0.684005,93.8406,0.276622,18054,-13.533206341229857
Brooks Lee,95.8727,23.5341,2.41729,11.7257,10.9218,7.72954,20.0132,0.4138780000000001,0.245472,0.303988,0.385966,0.689954,90.6891,0.273192,sa3019973,-14.254952249273753
Rougned Odor,143.196,30.9751,5.10766,17.9785,18.7653,13.0668,38.129,1.029515,0.216312,0.292976,0.380082,0.673057,83.8378,0.272953,12282,-18.84322671253345
Daniel Vogelbach,168.095,38.8357,7.70367,22.5798,25.5306,28.6992,49.5258,-0.04393590000000001,0.231035,0.345268,0.41311,0.758377,109.884,0.266713,14130,8.755103913468998
Osleivis Basabe,89.1846,23.0003,0.790674,10.7632,9.34658,5.78998,18.4705,1.279206,0.257895,0.306658,0.355013,0.661671,81.1759,0.256057,23985,-19.639731572006475
Curtis Mead,171.462,44.0432,4.70316,22.0465,21.7914,15.8026,39.3963,1.320348,0.256868,0.325147,0.40504,0.730187,99.6811,0.255782,23986,1.6600095882921542
Enmanuel Valdez,139.226,34.2367,5.30808,18.3712,19.0581,12.6244,36.8279,2.059204,0.245907,0.311594,0.424825,0.736419,95.2494,0.253311,21716,-0.0042450392591462105
Rodolfo Castro,101.497,22.3109,3.72636,12.2792,12.2605,8.59648,32.8496,0.555982,0.219819,0.288508,0.375572,0.66408,79.1291,0.250768,21987,-23.12222657857119
Braden Shewmake,131.682,29.3252,3.56634,15.3841,13.5378,7.99638,31.7408,2.7374799999999997,0.222697,0.271536,0.360349,0.631885,70.4354,0.248278,25817,-29.64583571185696
Jordan Luplow,96.4275,21.17,4.14737,13.4165,13.0667,11.6331,28.1132,1.194658,0.219544,0.308086,0.397175,0.705261,89.8944,0.246464,16424,-12.566440799743194
Wade Meckler,85.8501,23.5084,0.821265,11.8664,8.87457,9.29859,23.273,1.0240749999999998,0.273831,0.35065,0.372143,0.722793,102.062,0.245442,31490,-1.64488018583938
Garrett Cooper,316.847,79.5095,11.1915,38.3192,42.9654,28.7227,97.3467,-0.028517000000000015,0.25094,0.320056,0.410516,0.730572,99.843,0.238646,15279,9.877595989015106
Alex Call,163.598,37.0508,4.71336,21.2878,18.1192,20.7201,36.0382,2.6440099999999997,0.226475,0.322354,0.365413,0.687767,89.6037,0.23854,19296,-11.077601325659884
Austin Hedges,170.675,33.2794,3.52636,15.5607,16.3694,11.6798,47.1976,0.22772899999999996,0.194987,0.253493,0.288127,0.54162,50.3667,0.23841,12976,-53.00457056879188
Mickey Moniak,349.227,82.7953,14.4674,42.6097,45.3303,16.7372,119.961,3.74118,0.237082,0.27775,0.426527,0.704277,86.724,0.231935,19956,1.6563203717081159
Eguy Rosario,142.151,33.1876,3.41075,17.1127,15.8681,11.5031,39.1296,1.81637,0.233468,0.294982,0.370308,0.66529,80.4271,0.231033,19964,-19.33332573309686
Eric Haase,111.666,24.7319,3.5939,12.3197,13.7214,8.14075,35.6715,0.36642399999999997,0.221481,0.275682,0.360877,0.636558,70.9002,0.229922,14111,-29.373356970222282
Alec Burleson,208.076,53.8982,5.85746,24.8798,26.9692,14.9014,34.3522,1.696644,0.259032,0.312089,0.401116,0.713205,94.2898,0.22608,27615,-0.6201651632719958
Colton Cowser,145.505,33.935,3.62585,21.0853,16.9104,18.8725,49.9249,1.951864,0.233222,0.32757,0.358435,0.686005,94.9516,0.225871,29591,-11.771905808902302
Jurickson Profar,332.921,79.3715,7.74867,43.8945,35.5232,39.0177,64.0234,1.87012,0.238409,0.323624,0.367405,0.691029,91.9552,0.22251,10815,-0.4040524504365388
Juan Brito,39.5657,9.9714,0.923601,5.3143,5.32389,5.5998,9.86894,0.31923999999999997,0.252021,0.349508,0.384638,0.734145,109.34,0.222104,sa3009808,-3.9867966153275782
Garrett Stubbs,103.645,22.6441,2.00619,13.2104,10.949,11.0094,28.1798,1.280418,0.218477,0.298488,0.333099,0.631587,73.261,0.220463,18067,-30.205274753730098
Jacob Amaya,167.297,38.2132,3.06436,19.8947,17.3667,16.1762,38.5742,3.1395649999999997,0.228416,0.298655,0.336894,0.635549,73.7397,0.220463,23296,-24.879548308220574
Curt Casali,85.3768,17.3288,2.31322,9.65893,9.53367,10.5211,27.7088,-0.0063509999999999955,0.202969,0.299896,0.321951,0.621847,73.9652,0.220064,12510,-34.843317635768884
Miles Mastrobuoni,80.6804,20.3129,1.00246,11.2588,7.21073,9.43446,22.0655,3.2953880000000004,0.25177,0.331101,0.347463,0.678564,89.9573,0.219557,20017,-14.743574834071833
Oswaldo Cabrera,159.768,36.6766,4.70202,20.7211,19.242,13.4288,41.9815,3.1370999999999998,0.229561,0.292213,0.369314,0.661526,80.1841,0.218382,21707,-18.899257447312177
Sean Bouchard,200.101,49.8038,7.30739,28.6035,25.7547,24.7615,60.6,3.2157599999999995,0.248893,0.334902,0.428766,0.763668,92.4416,0.213662,21270,12.119053894273872
Dominic Smith,249.872,63.4683,6.75672,29.7959,30.284,21.8564,51.7837,0.425055,0.254003,0.322784,0.39408,0.716864,96.3956,0.211741,15653,2.157944039721823
Nick Senzel,346.405,81.8914,8.81554,44.403,37.484,28.736,77.5704,5.21388,0.236404,0.299359,0.363281,0.66264,79.9217,0.21021,19293,-7.958163352116643
Matt Mervis,192.002,45.4523,8.24791,24.9145,27.913,19.2493,55.2314,0.362741,0.236729,0.313823,0.418477,0.7323,99.0259,0.207628,27845,1.892543103339507
David Fry,110.652,25.921,3.58089,12.905,14.2903,8.59071,29.73,0.885261,0.234257,0.300742,0.395431,0.696174,93.1665,0.203397,24934,-13.462440116076928
Jace Jung,53.6846,11.9731,1.84366,6.23813,6.71128,5.85401,16.4308,0.03679480000000001,0.223027,0.304106,0.375129,0.679235,87.4414,0.203378,sa3019992,-21.357852080665747
Ali Sánchez,77.7385,18.5914,1.23296,7.75382,8.00656,5.92123,18.0999,0.059914999999999996,0.239152,0.294812,0.340627,0.635439,71.1931,0.201347,18551,-28.65698884216856
Austin Nola,84.9996,19.8066,1.13786,9.46099,8.84156,8.60489,17.9082,0.1022709,0.23302,0.30942,0.324475,0.633895,75.0266,0.191334,15941,-28.480913001468913
Kyren Paris,53.8383,11.9156,1.3379,7.80952,5.54663,7.45661,22.2602,3.0646039999999997,0.221322,0.325941,0.346889,0.67283,89.0172,0.188679,26420,-21.26790160809449
Pablo Reyes,102.379,25.7784,2.21071,13.5456,11.2121,9.19381,20.4943,2.00826,0.251793,0.314669,0.373702,0.688371,84.3042,0.187931,16357,-12.511763705361055
Ildemaro Vargas,202.196,49.9627,2.80287,21.5273,20.5372,12.465,23.1647,0.807942,0.2471,0.292737,0.350111,0.642848,73.4414,0.186546,13324,-21.288306181892526
Nick Loftin,108.955,27.3916,2.38314,13.4248,12.382,8.13043,20.2407,1.6062159999999999,0.251403,0.309122,0.369294,0.678416,86.0223,0.184562,27630,-14.913617600546473
Franmil Reyes,84.372,19.1847,3.88702,9.93068,11.7098,7.11835,29.8921,0.1260826,0.227383,0.287661,0.407444,0.695105,84.9338,0.184047,14566,-16.123963216206967
Drew Millas,42.9789,10.1672,0.871976,4.92695,4.5228,4.4128,9.59036,0.5414899,0.236563,0.310256,0.347006,0.657262,80.6874,0.180881,25643,-24.593951602890318
Miguel Andujar,207.322,53.0266,5.35173,22.827,25.9101,14.2451,35.3569,1.949176,0.25577,0.304333,0.392281,0.696613,93.8049,0.179081,15878,-5.578623752455483
Vidal Bruján,164.018,36.7605,3.36027,22.1029,16.2934,13.8375,38.0446,5.67798,0.224125,0.290267,0.345157,0.635424,72.6013,0.177792,20536,-25.708428798080583
Rafael Marchán,34.3215,8.25628,0.51967,3.75046,3.66698,2.75473,5.51871,0.046508600000000004,0.240557,0.310893,0.337401,0.648293,78.6974,0.177066,21646,-26.558383336938334
Nick Maton,69.9296,15.3594,2.21666,9.01205,8.90775,9.07496,21.6727,0.293085,0.21964,0.311651,0.366354,0.678005,91.088,0.176761,21635,-20.52948949227258
Jason Delay,119.5,26.9635,1.37055,12.6811,11.3112,8.24845,33.0332,0.244575,0.225635,0.285366,0.314599,0.599965,63.0482,0.175978,19806,-37.390747794875395
Nick Ahmed,150.434,34.2698,3.07116,16.5534,15.3532,10.2489,38.9391,2.000379,0.227807,0.279839,0.351149,0.630987,71.277,0.175342,12147,-28.501500060184547
Sam Hilliard,95.983,20.1746,3.97947,13.0484,11.2297,9.87622,36.7071,2.6317399999999997,0.210189,0.287322,0.379308,0.66663,84.976,0.174843,17954,-23.45801056430635
Stuart Fairchild,184.972,42.1734,5.99137,25.6043,22.1647,17.4465,58.346,4.04807,0.227999,0.31057,0.388306,0.698876,85.5605,0.171818,20321,-8.176983968048358
Tucker Barnhart,149.622,32.3553,1.8496,14.3306,13.9255,14.0589,46.5868,0.274937,0.216246,0.288675,0.29527,0.583945,61.366,0.170135,10200,-40.30198372171804
Jorge Alfaro,67.2498,16.0355,1.95554,7.04278,8.02335,3.13722,22.0531,0.456674,0.238446,0.28278,0.372542,0.655322,77.718,0.168291,12180,-25.368724136485586
Seby Zavala,136.574,26.4865,4.11037,14.4362,14.6168,11.5371,56.1283,0.432447,0.193935,0.26183,0.324567,0.586397,64.7514,0.16534,18887,-43.54460292994167
Jonathan Aranda,149.883,36.9495,4.64998,20.7792,20.6775,16.9283,45.5495,0.27126799999999995,0.246522,0.331931,0.397045,0.728976,100.242,0.162754,21837,-0.2283102422029173
Jace Peterson,158.144,36.6431,3.31142,20.0,17.297,18.7904,43.2249,4.5757900000000005,0.231707,0.317041,0.353715,0.670756,83.7567,0.158982,12325,-15.367704938665558
Mark Vientos,360.31,84.3717,15.8654,43.1619,50.2571,28.8705,113.723,0.556975,0.234164,0.295006,0.415001,0.710007,91.1223,0.158871,22184,6.0960537198663864
Manny Piña,30.185,6.86481,1.12331,3.69627,4.02942,2.4916,6.99831,-0.033284400000000006,0.227424,0.29595,0.380348,0.676298,84.2447,0.156517,2829,-23.250624327351808
Casey Schmitt,209.968,49.3729,5.02888,22.955,23.8733,11.9361,52.9789,1.313802,0.235144,0.282538,0.362569,0.645106,74.6334,0.155559,27577,-21.54855932335365
Luis Torrens,102.456,23.3503,3.44833,10.6727,12.3285,7.78546,31.0962,0.032789200000000004,0.227906,0.287228,0.375796,0.663024,79.7434,0.15196,15905,-22.67557773816715
Owen Miller,186.213,46.904,3.45017,21.3646,20.7207,12.4154,40.881,3.425311,0.251884,0.304127,0.366996,0.671123,81.5965,0.15194,24655,-13.491684681454547
Travis Jankowski,161.103,39.7833,0.597553,22.5496,14.2523,21.4825,32.7377,7.46493,0.246944,0.339702,0.311231,0.650933,84.0523,0.148572,13768,-16.87846745007338
David Peralta,305.711,78.2468,7.81373,35.357,38.9977,22.3805,65.2571,1.338931,0.25595,0.309001,0.400892,0.709893,91.7008,0.147407,2136,2.366170887914254
Matt Duffy,148.173,37.7217,1.41174,15.0491,13.2285,11.1218,32.2787,0.806051,0.25458,0.31383,0.329066,0.642896,77.5287,0.146696,13836,-21.452863524671443
Justyn-Henry Malloy,48.5348,11.8082,1.80608,7.04517,6.47849,7.98763,16.9815,0.0954662,0.243294,0.358205,0.403435,0.76164,114.894,0.145674,sa3017073,2.0661272534213753
José Fermín,65.8734,16.2206,1.19789,8.86255,7.10911,6.37038,10.047,0.8771329999999999,0.246238,0.324047,0.348121,0.672168,87.8038,0.145075,21746,-18.162916694728466
Jacob Stallings,169.389,40.3873,2.89202,18.1692,18.1615,17.3154,42.4383,-0.1277947,0.23843,0.313746,0.339282,0.653027,65.4346,0.143511,13723,-19.459279708592373
Luis Guillorme,87.0637,21.5007,0.614979,10.1029,7.57249,11.1538,17.5424,0.047199800000000014,0.246954,0.333978,0.318086,0.652064,80.8562,0.142781,16451,-21.249990772195215
Dillon Dingler,34.2583,7.34411,0.979388,3.78819,4.13113,2.66642,11.7048,0.0303656,0.214375,0.2835,0.346786,0.630286,73.7714,0.14092,sa3014528,-35.426328813091416
David Villar,87.6499,18.7105,3.62402,11.2066,11.1499,8.80032,30.3609,0.37719199999999997,0.213469,0.298312,0.385104,0.683417,87.4937,0.137477,24782,-19.781702608601734
Cade Marlowe,150.809,31.9982,3.85617,18.3946,16.6219,12.5345,53.6017,4.86557,0.212178,0.277022,0.345227,0.622249,74.7478,0.135009,25505,-31.398622338959868
George Valera,53.5522,11.7454,1.84896,6.72244,6.72703,7.31624,19.0105,0.1364092,0.219326,0.320179,0.369628,0.689807,95.5733,0.132944,sa3006872,-18.52262893351359
