Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Carlos F. Rodriguez","MIL",1.30384,1.50782,1.02976,4.75422,4.43823,4.43823,0,0,24.285,104.305,22.3863,13.944,12.8284,3.77598,10.1045,0.262127,1.38732,22.4829,8.33215,3.74474,2.22503,1.39938,0.21555,0.0968754,0.11867503076791763,0.241199,1.3379,0.279628,0.681759,,,4.8444,0.2024,0.172172,999,2.15051,0.554608,0.898916,"sa3018116"
"Phil Bickford","NYM",2.68328,2.5982,0,4.44589,47.5349,0,0.218605,3.87212,49.3243,210.556,43.7493,26.4843,24.3656,6.96611,21.2834,1.93365,2.48277,53.531,9.76758,3.88349,2.51516,1.27108,0.254236,0.101082,0.15315468609333038,0.234217,1.31847,0.291254,0.697327,,,4.36597,0.201535,0.0817678,999,1.96498,-0.751196,0.489611,"18519"
"Aaron Loup",,2.09583,2.68051,0,4.23755,46.9961,0,0.28891,7.26399,46.3034,200.57,46.9608,23.6972,21.8015,5.22463,16.4792,1.82157,2.85025,41.5301,8.07222,3.20307,2.52016,1.01551,0.20706,0.0821618,0.12489864975214005,0.259108,1.3701,0.310339,0.708105,,,4.18042,0.201269,0.117428,999,2.2258,-1.39505,0.639503,"10343"
"Grant Anderson","TEX",2.67341,2.08604,0,4.50912,38.7884,0,0.0353243,5.79322,45.5696,196.142,44.2329,24.8163,22.831,6.67203,17.3727,1.02886,2.38446,44.7998,8.84795,3.43111,2.57875,1.31772,0.228405,0.088572,0.1398327723145485,0.250775,1.3519,0.300696,0.703902,,,4.49289,0.200462,0.0480591,999,3.16738,-1.58474,0.512681,"20546"
"Tejay Antone","CIN",1.73787,1.84885,0,4.44467,31.8123,0.264353,0.453979,5.9274,34.8082,150.077,33.3631,18.6849,17.1901,4.66656,14.2342,0.475303,1.53635,36.0465,9.32016,3.68038,2.53239,1.20658,0.240186,0.0948455,0.14534034579992294,0.248409,1.36741,0.306606,0.704078,,,4.28594,0.200359,0.1253,741.27001953125,1.52746,-0.116449,0.726993,"16233"
"Jose Hernandez","PIT",1.73322,2.36682,0,4.4444,40.1841,0,0,4.40214,41.3751,178.665,38.638,22.2086,20.4319,5.88517,18.4943,1.41421,1.54446,46.0117,10.0086,4.02292,2.48788,1.28015,0.257531,0.103514,0.1540168970823288,0.243579,1.38084,0.306878,0.714287,,,4.33299,0.197615,0.0440462,999,2.31891,-0.34925,0.604459,"22318"
"Tyler Alexander","TBR",2.57387,3.15038,0.745453,4.5146,32.2944,3.5788,0,3.35762,54.3426,227.374,55.2503,29.6299,27.2595,9.17128,12.3929,0.666415,2.13664,45.9571,7.61122,2.05246,3.70833,1.51891,0.202122,0.0545047,0.14761687442660332,0.259581,1.24475,0.292165,0.693631,,,4.55975,0.195754,0.181584,698.7999877929688,2.64739,-0.219931,0.642486,"17735"
"Davis Daniel","LAA",2.54151,3.10781,1.13485,4.9437,22.4321,4.38664,0,0.879385,46.0161,198.137,46.0046,27.4746,25.2766,7.37838,16.7547,0.214523,1.9306,38.0158,7.43527,3.27695,2.26896,1.44309,0.191867,0.0845613,0.10730534791946411,0.256362,1.36385,0.288132,0.672992,,,4.9054,0.195181,0.0836596,729.0700073242188,2.999,0.686933,0.495109,"27582"
"Zach Plesac","LAA",3.49939,5.03791,3.70948,5.06858,23.417,10.6477,0,0.714642,69.6784,303.946,76.6499,42.6535,39.2412,12.9914,22.9198,0.27881,2.30887,48.5032,6.26491,2.96044,2.11621,1.67803,0.159578,0.0754076,0.08417075127363205,0.27501,1.42899,0.293057,0.699373,,,5.37288,0.193958,0.15294,750.72998046875,2.73827,-0.219551,0.492103,"19979"
"Matt Moore","LAA",3.51028,2.44907,0,4.04611,53.0884,0.34571,1.51495,14.3677,59.2806,252.765,53.4416,28.9681,26.6507,8.17502,24.9833,2.16461,2.42632,63.503,9.64105,3.79297,2.54182,1.24113,0.251233,0.0988399,0.15239360183477402,0.237144,1.32294,0.294556,0.738383,,,4.29244,0.193534,0.349315,711.6900024414062,2.72207,0.715326,0.466917,"1890"
"Cooper Criswell","BOS",2.11404,2.50105,0.714233,4.95097,21.6781,3.47807,0,0.820684,42.9798,188.151,48.385,25.6995,23.6435,6.05644,12.1912,0.717738,2.93357,33.821,7.08214,2.55284,2.77422,1.26822,0.179754,0.0647945,0.11495979130268097,0.27964,1.40941,0.317904,0.669455,,,4.56882,0.191314,0.0673634,999,2.15257,-0.398679,0.519295,"24975"
"Jacob Lopez","TBR",1.41776,1.06186,0.301269,3.88225,17.3115,1.42318,0.103348,1.23603,22.2097,93.637,19.5951,10.4135,9.58041,2.54258,8.08844,0.216301,1.54518,22.5963,9.15664,3.27766,2.79365,1.03032,0.241318,0.0863809,0.15493711829185486,0.233266,1.24646,0.289692,0.715889,,,4.00975,0.190254,0.256882,747.1799926757812,1.46096,0.171517,1.07054,"25098"
"Germán Márquez","COL",1.16277,1.54109,1.19795,4.77396,3.72549,3.39528,0,0,18.3941,77.6909,17.8219,10.6054,9.75699,3.01587,6.03894,0.136503,0.487121,15.8514,7.75587,2.95477,2.62486,1.47563,0.204031,0.0777304,0.12630096077919006,0.250431,1.2972,0.283111,0.674967,,,4.72735,0.189636,0.207605,750.7999877929688,3.23426,0.796045,1.0227,"15038"
"Carmen Mlodzinski","PIT",3.25234,3.60604,0,4.01631,47.4827,0.380812,0.789158,12.324,50.5533,219.266,48.29,24.5215,22.5597,5.73913,22.3412,1.03025,2.03061,47.7129,8.49432,3.97739,2.13565,1.02174,0.217603,0.10189,0.11571206152439117,0.247775,1.39716,0.300835,0.736619,,,4.28955,0.187971,0.348454,999,0.950409,-1.39048,0.593738,"27572"
"Shintaro Fujinami","NYM",3.65387,4.05116,0.251215,4.84651,47.116,1.07563,0.306361,8.08555,52.8607,232.586,47.0878,30.9408,28.4655,6.30193,28.7521,0.510935,3.45003,58.1402,9.89888,4.8953,2.02212,1.07296,0.249973,0.123619,0.1263536438345909,0.234988,1.43471,0.300024,0.669964,,,4.43269,0.186887,-0.144744,746.239990234375,4.64512,-0.398764,0.272306,"31839"
"Allan Winans","ATL",1.27342,1.23959,0.62518,4.28566,16.4669,1.1536,0,0.711938,22.6497,96.0724,23.044,11.7233,10.7854,2.91291,6.15563,0.499957,1.18879,20.687,8.22014,2.44598,3.36067,1.15746,0.215328,0.0640728,0.1512548327445984,0.259715,1.28918,0.3091,0.695671,,,4.07302,0.186232,0.143619,745.8900146484375,2.17804,-0.747057,1.01279,"21238"
"Buck Farmer","CIN",2.61712,3.02359,0,4.75201,55.5509,0,0.478359,7.51693,57.7051,250.075,53.9085,33.1178,30.4684,9.31343,25.7964,0.588316,3.02566,58.4274,9.11265,4.02335,2.26494,1.45257,0.233639,0.103155,0.13048449158668518,0.243651,1.38125,0.290498,0.698813,,,4.82658,0.186125,0.0649714,750.27001953125,1.5316,-0.0845238,0.329784,"14814"
"Ray Kerr","ATL",3.57486,2.69789,0,4.15091,45.3364,0,0.0587575,3.85091,47.0755,203.52,42.9387,23.5998,21.7118,5.95061,22.2292,1.23481,1.83285,52.9412,10.1214,4.24982,2.38161,1.13765,0.260128,0.109224,0.15090424567461014,0.239269,1.38433,0.306788,0.731356,,,4.18252,0.184997,0.227101,999,1.78986,-0.534648,0.481896,"23809"
"Jonathan Hernández","TEX",2.11581,2.46133,0,4.39959,48.4507,0,1.22538,10.3219,50.6465,223.091,48.516,26.911,24.7582,6.06244,24.5277,1.91532,3.17271,49.8827,8.86427,4.35864,2.03372,1.07731,0.223598,0.109945,0.11365272104740143,0.248302,1.44223,0.304445,0.714611,,,4.48213,0.184128,0.123607,750.72998046875,2.97383,-1.40585,0.535421,"17464"
"JT Chargois","MIA",2.4647,1.4459,0,4.0867,53.4624,1.06372,0.558551,7.21336,53.1699,228.106,49.8277,26.2426,24.1432,6.00272,21.2911,1.21168,2.79471,47.6138,8.05954,3.60391,2.23633,1.01607,0.208736,0.0933384,0.1153971403837204,0.244229,1.33758,0.291382,0.715557,,,4.29068,0.184058,0.382124,999,1.59426,-0.40671,0.621994,"13767"
"Yency Almonte","CHC",2.04156,2.0099,0,4.32909,44.7759,0,0.316813,8.1647,46.1675,199.105,41.3385,24.1381,22.2071,5.63628,20.7316,1.21743,3.14854,47.3162,9.22393,4.04147,2.28232,1.09875,0.237645,0.104124,0.13352087140083313,0.235918,1.34445,0.291991,0.70012,,,4.34411,0.181877,0.117428,999,2.61603,-0.720933,0.604242,"15068"
"Adrian Morejon","SDP",2.54548,1.56905,0.229315,4.39772,29.2102,2.37694,0,2.3105,40.6269,174.434,39.7941,21.578,19.8517,5.3913,15.4898,0.455741,1.33216,37.9372,8.40416,3.43143,2.44917,1.19432,0.217487,0.0888004,0.12868700176477432,0.252481,1.36077,0.30103,0.706089,,,4.35477,0.181088,0.154887,745.8200073242188,1.95698,-0.549105,0.620412,"20039"
"Prelander Berroa","CHW",2.4266,1.85424,0,4.17032,50.5721,0,2.39376,8.78511,54.3212,235.834,45.058,27.3595,25.1708,6.38101,31.0886,0.609133,2.1557,65.4492,10.8437,5.15079,2.10525,1.05721,0.277523,0.131824,0.1456983983516693,0.22241,1.40178,0.295788,0.725855,,,4.2084,0.180005,0.255089,561.72998046875,4.06137,-0.388348,0.546277,"22932"
"Huascar Brazoban","MIA",2.68317,1.9874,0,4.14154,46.815,0,0.0413258,8.19711,50.0988,219.661,45.5685,25.0587,23.054,5.60016,25.868,1.45392,2.93766,55.1719,9.91134,4.64705,2.13283,1.00604,0.251168,0.117763,0.13340524584054947,0.23876,1.42591,0.307252,0.729253,,,4.23062,0.179721,0.269865,999,2.62303,-1.42777,0.52673,"6107"
"Touki Toussaint","CHW",4.53536,6.77145,2.97457,4.79299,34.4143,12.7033,0,0.685514,90.9423,410.84,86.9655,52.6432,48.4317,12.0449,52.0791,1.05415,8.06273,87.914,8.70032,5.15395,1.68809,1.19201,0.213986,0.126762,0.08722367882728577,0.247978,1.52893,0.298799,0.707156,,,5.02739,0.179715,0.376335,746.0700073242188,2.81177,-0.645712,1.14858,"16929"
"Isaiah Campbell","BOS",3.16513,1.56209,0,4.26039,30.7104,0,0.049303,2.99286,31.9288,137.884,31.8536,16.4286,15.1143,3.86601,12.2006,1.10823,1.23581,31.8514,8.9782,3.43909,2.61064,1.08974,0.231003,0.0884852,0.1425173506140709,0.255961,1.37977,0.315425,0.714915,,,4.09643,0.179507,0.225324,750.6900024414062,1.47306,0.395364,0.70599,"25551"
"Ty Madden","DET",1.56608,1.9518,1.10622,4.56086,17.028,3.97482,0,1.13845,34.2413,147.169,33.2866,18.8611,17.3522,4.93823,13.0784,0.46872,1.5042,31.1764,8.19443,3.43754,2.38381,1.29797,0.211841,0.0888667,0.12297430634498596,0.251056,1.35407,0.293851,0.697158,,,4.58653,0.179153,0.15229,999,0.924485,-0.324169,0.757802,"sa3018141"
"Nate Pearson","TOR",2.82372,1.76942,0,4.2371,34.0368,0.070532,0.342003,2.19567,37.5957,160.198,32.3263,19.2387,17.6996,5.36827,16.96,1.20191,1.88453,41.3342,9.89495,4.06004,2.43716,1.2851,0.258019,0.105869,0.15214991569519043,0.228691,1.31096,0.284814,0.719345,,,4.41615,0.17893,0.130909,735.1599731445312,1.8126,-0.214214,0.682179,"20160"
"Packy Naughton","STL",0.447179,0.754474,0,4.06314,9.47642,0.632775,0.000875575,0.71103,15.8074,67.1376,16.642,7.75697,7.13641,1.77641,4.22197,0.333285,0.432245,13.8127,7.8643,2.40379,3.27162,1.01141,0.205737,0.0628853,0.142851322889328,0.266343,1.31989,0.317002,0.713229,,,3.85164,0.178477,0.137157,999,2.12042,-0.784696,1.16187,"23292"
"Wandy Peralta","SDP",2.82534,2.6167,0,3.66908,53.2794,0,1.69744,11.701,52.3335,223.169,46.0653,23.1903,21.3351,5.50054,22.3974,0.656332,2.93925,49.0145,8.42922,3.85177,2.1884,0.94595,0.21963,0.100361,0.11926896125078201,0.23285,1.3082,0.283041,0.745078,,,4.20067,0.177796,0.546963,730.2000122070312,1.90832,0.199009,0.794066,"14295"
"Thyago Vieira","MIL",1.54043,1.89893,0,4.12295,25.1871,0,0,0.88244,28.0218,119.617,25.3629,13.9532,12.837,3.36424,11.6933,0.283455,1.29779,30.6788,9.85337,3.75564,2.62362,1.08052,0.256475,0.0977562,0.15871872007846832,0.237867,1.3224,0.303082,0.71424,,,4.01698,0.176102,0.14799,999,1.8063,-0.440187,0.904491,"14510"
"Peter Strzelecki","ARI",1.42178,1.72231,0,4.21338,24.0775,0,0.0252902,4.0521,25.1848,106.894,22.6004,12.8156,11.7903,2.68571,9.06307,0.752319,2.19472,26.908,9.61583,3.23877,2.96898,0.959762,0.251726,0.0847856,0.16694077104330063,0.236316,1.25725,0.301544,0.675467,,,3.84554,0.174556,0.0825175,999,1.35485,-0.00455392,0.982588,"21367"
"Mike Vasil","NYM",0.751229,0.735165,0.902776,4.55309,3.89044,3.5539,0,0,17.408,74.0948,16.6112,9.57249,8.80669,2.62806,6.3932,0.184235,0.607208,15.8921,8.21627,3.30531,2.48578,1.35872,0.214483,0.0862841,0.1281992271542549,0.247579,1.32148,0.287871,0.695049,,,4.59821,0.172588,0.103085,999,1.54959,0.130145,1.06838,"sa3017915"
"Keynan Middleton","STL",2.25255,2.11862,0,3.99569,44.7639,0,0.656751,7.1104,45.2659,191.659,39.8956,21.844,20.0965,6.13083,18.6504,0.445575,1.84214,50.0174,9.94472,3.70817,2.68184,1.21896,0.26097,0.0973103,0.16366009414196014,0.23308,1.29338,0.293559,0.734585,,,4.16398,0.172167,0.26262,749.4000244140625,2.22818,-0.550829,0.724837,"15264"
"Liam Hendriks","BOS",1.02446,0.817632,0,3.54838,12.0617,0,0.636581,0.751206,12.5163,50.1858,10.2704,5.36382,4.93471,1.65039,3.29833,0.158911,0.319924,15.7208,11.3043,2.37172,4.76629,1.18674,0.313252,0.0657224,0.24752973765134811,0.220549,1.08409,0.295244,0.728796,,,3.32441,0.171711,0.212906,742.8200073242188,2.7123,2.70227,1.24371,"3548"
"Beau Brieske","DET",2.31891,3.21676,1.18531,4.23409,35.8758,1.6493,0.223291,5.40486,46.431,196.125,45.4528,23.7431,21.8437,6.55964,14.5869,0.395908,1.43517,39.7801,7.71082,2.82746,2.72712,1.2715,0.202831,0.0743754,0.12845531851053238,0.252372,1.29309,0.290762,0.71371,,,4.41334,0.171685,0.201552,999,1.81802,-0.179882,0.705441,"26079"
"Lyon Richardson","CIN",0.728103,1.33382,0.312355,4.87461,12.1907,2.53573,0,0.841271,21.1482,92.9765,20.2558,12.4504,11.4544,3.17575,10.5178,0.188684,0.872967,21.3998,9.10706,4.47604,2.03462,1.3515,0.230164,0.113123,0.11704018712043762,0.248277,1.45514,0.299597,0.695971,,,4.79926,0.171137,0.149947,999,1.84788,-0.745669,0.900107,"24581"
"Lucas Gilbreath","COL",1.6989,1.76737,0,4.77515,40.5249,0,0.355939,6.42004,39.6361,178.06,39.1219,22.8585,21.0298,4.72002,21.834,0.648312,2.15941,41.4498,9.41184,4.95775,1.89841,1.07176,0.232786,0.122621,0.11016446352005005,0.253929,1.53789,0.318841,0.700992,,,4.52764,0.170869,0.210815,999,1.88826,-0.772194,0.532382,"21290"
"Ryan Weathers","MIA",2.19306,4.09853,1.12087,4.89303,31.0583,5.29298,0,3.07665,53.8066,235.876,56.3216,31.7967,29.253,8.22858,21.7974,0.410753,1.71842,45.7578,7.65372,3.64595,2.09924,1.37636,0.193991,0.0924101,0.10158051550388336,0.265217,1.45185,0.303667,0.69554,,,4.85342,0.170831,0.0651435,742.3800048828125,5.0548,-0.445336,0.382505,"23796"
"Erik Miller","SFG",1.48222,1.08913,0,4.3647,39.6528,0,0,4.98731,41.6147,184.63,36.8769,21.9367,20.1818,4.33356,25.2379,0.75728,1.83257,48.0625,10.3945,5.45819,1.90438,0.937216,0.260318,0.136694,0.12362349033355713,0.23405,1.49261,0.309454,0.716854,,,4.25042,0.167003,0.0985485,999,3.30879,0.476776,0.608695,"sa3011336"
"Dillon Tate","BAL",2.16679,2.49986,0,4.12546,45.3421,0,1.03271,9.40974,49.0474,207.463,47.3565,24.4375,22.4825,5.35789,14.3532,0.835835,3.51542,39.006,7.15745,2.63376,2.71758,0.983152,0.188015,0.0691845,0.1188301220536232,0.249779,1.25817,0.289187,0.687569,,,4.17755,0.165378,0.197567,749.97998046875,1.51343,1.03642,0.796041,"17796"
"Anthony Veneziano","KCR",1.12186,1.39206,0.530231,4.76412,14.8363,1.604,0,0.860725,25.9054,113.567,26.8474,14.9054,13.7129,3.35216,10.4827,0.258628,1.11082,21.3716,7.42487,3.64188,2.03875,1.1646,0.188185,0.0923046,0.09588092565536499,0.263279,1.44102,0.304148,0.687094,,,4.62987,0.164771,0.0374017,750.8900146484375,2.16264,-1.01749,0.83749,"27453"
"Drew Smith","NYM",3.44139,3.72792,0,4.28421,55.0433,0,1.02331,12.4678,55.716,238.598,50.2376,28.8284,26.5221,8.45182,23.8886,1.09296,2.89525,59.1987,9.56257,3.85882,2.47811,1.36525,0.248111,0.100121,0.1479896381497383,0.237178,1.33043,0.28985,0.727166,,,4.54422,0.164449,0.164636,999,1.56941,-0.117622,0.403108,"17755"
"Mitch Spence","OAK",1.69629,2.0995,0.55092,4.11807,32.0536,0.753395,0.418992,2.36377,38.1053,162.225,37.7594,18.9518,17.4356,4.46748,12.1574,0.637585,1.80243,32.628,7.70633,2.87143,2.6838,1.05516,0.201129,0.0749418,0.1261868104338646,0.254676,1.30997,0.299471,0.709194,,,4.16569,0.162812,0.118967,999,2.15667,-0.805793,0.850367,"sa1169885"
"J.P. Feyereisen","LAD",2.73789,1.56927,0,3.56382,36.9587,0.36187,0.418288,9.19469,37.1707,153.798,30.7609,15.9988,14.7189,4.57605,15.0176,0.399296,1.24244,36.2853,8.78562,3.63614,2.41619,1.10798,0.235929,0.097645,0.13828398287296295,0.223655,1.23157,0.270851,0.756367,,,4.21542,0.161491,0.42611,999,4.14329,2.52663,0.961259,"16610"
"James Kaprielian",,1.91511,3.27202,2.12272,5.03467,8.50528,8.28653,0,0,43.9938,191.829,42.676,26.7505,24.6105,7.03814,19.1078,0.371924,2.46333,36.6701,7.50175,3.90895,1.91912,1.43982,0.19116,0.0996082,0.09155178815126419,0.250655,1.40437,0.281611,0.674619,,,5.13869,0.160509,0.00482894,999,1.69438,1.76355,0.505708,"18331"
"Kolby Allard","PHI",1.18715,1.64933,0.799635,4.9602,14.8198,2.69342,0.00180163,0.522209,26.4275,112.513,26.2127,15.8316,14.5651,4.74531,8.84319,0.451944,0.817244,24.1284,8.21702,3.01159,2.72847,1.61604,0.21445,0.0785972,0.13585271686315536,0.254857,1.32649,0.290183,0.676615,,,4.85995,0.159343,-0.00780111,750.3300170898438,2.62529,-0.757289,0.866328,"18694"
"Manuel Rodríguez","TBR",1.90711,1.38178,0,4.01262,28.5514,0,2.64704,3.70167,28.6039,123.744,26.0762,13.8619,12.753,3.00656,13.2664,0.691208,1.44973,29.2913,9.21629,4.17418,2.20793,0.945991,0.23671,0.107209,0.12950070202350616,0.239171,1.37543,0.300661,0.725255,,,4.11685,0.158328,0.187064,999,1.03764,0.784452,0.912328,"20794"
"José Cisnero","LAA",2.13307,2.52516,0,4.43045,43.9746,0,0.680455,7.18953,43.2015,189.092,40.4488,23.1162,21.2669,5.75879,20.6262,0.878157,2.73224,46.6459,9.71755,4.29697,2.26149,1.19971,0.246684,0.10908,0.13760361820459366,0.24406,1.41372,0.306101,0.716032,,,4.45055,0.155821,0.0702953,999,2.21613,-0.735112,0.552882,"6399"
"Ian Anderson","ATL",1.1835,0.911883,0.833646,4.46904,7.78994,2.56433,0,0.387154,17.5326,75.8153,16.896,9.46304,8.706,2.26967,7.60894,0.128558,0.465759,16.0826,8.25568,3.90589,2.11365,1.16509,0.212129,0.100362,0.11176759749650955,0.249422,1.39768,0.296149,0.705285,,,4.48501,0.155609,0.240943,747.97998046875,1.48049,-0.889696,1.00593,"19951"
"Brendan White","DET",1.20084,1.64306,0,4.32474,22.2797,0.243268,0,1.14611,24.6333,105.605,24.0955,12.8663,11.837,2.55714,8.21516,0.304052,1.85733,24.2214,8.8495,3.00148,2.94838,0.934274,0.229359,0.0777916,0.1515677571296692,0.252224,1.31166,0.313269,0.676781,,,3.86468,0.154875,0.0570747,999,2.23567,-0.497346,0.965654,"26024"
"Michael McGreevy","STL",0.911954,0.94923,1.25622,4.44155,6.3429,2.66894,0,0.391275,18.3398,78.8494,19.9443,9.83783,9.0508,2.3611,5.06882,0,0.650766,11.6166,5.70069,2.48745,2.29178,1.15867,0.147327,0.0642849,0.0830419585108757,0.272725,1.36387,0.297255,0.699078,,,4.59746,0.152731,0.13574,999,0.434382,-0.539708,1.06767,"sa3017598"
"Taylor Clarke","MIL",2.69461,3.0386,0,4.59608,48.4505,0.209161,0.817073,8.84151,51.0388,218.668,50.9591,28.3307,26.0643,8.60701,17.6809,0.925398,2.01529,53.0983,9.36316,3.11779,3.00314,1.51773,0.242826,0.0808574,0.16196873784065247,0.256112,1.34486,0.30854,0.712302,,,4.52433,0.151823,0.0221178,999,3.55894,-0.550677,0.435721,"17611"
"Mitch White","TOR",1.1484,1.58838,0.218032,4.60966,20.2191,1.74451,0,0.927907,31.0726,134.656,31.2116,17.2988,15.9149,4.22278,12.258,0.301362,1.07598,28.2665,8.18722,3.55044,2.30597,1.2231,0.209916,0.0910316,0.11888457834720612,0.257262,1.39896,0.303815,0.696814,,,4.48973,0.151489,0.0652259,999,4.16711,-0.835333,0.793126,"19225"
"Victor Vodnik","COL",1.85019,1.38185,0,4.83239,29.6539,0,0,1.34346,32.6828,145.451,33.2675,19.0744,17.5484,3.8834,16.1005,0.396241,1.30342,32.671,8.99677,4.43367,2.02919,1.06939,0.224618,0.110693,0.11392476409673691,0.259806,1.51052,0.321162,0.689569,,,4.39796,0.151199,0.171783,999,1.45959,-0.0268863,0.592674,"24614"
"Angel Felipe","OAK",1.77735,2.22174,0,4.07427,32.3993,0,0.477286,3.94965,34.4408,151.947,30.1506,16.947,15.5912,3.02082,19.6735,0.558297,2.24513,37.9838,9.92586,5.14104,1.93071,0.789394,0.24998,0.129476,0.12050437927246094,0.231876,1.44666,0.304746,0.721068,,,4.09877,0.150669,0.059219,999,2.05523,-0.502742,0.760871,"21163"
"Matthew Boyd","DET",0.852046,0.88158,0.602441,4.45902,2.53539,2.50136,0,0,13.2364,56.3654,12.7979,7.12818,6.55792,2.05062,4.51426,0.445857,0.667728,12.724,8.65164,3.06944,2.81863,1.39431,0.225742,0.0800892,0.14565294981002808,0.25004,1.30792,0.295184,0.705199,,,4.52094,0.150541,0.141641,999,0.878064,-0.434203,1.12244,"15440"
"David Festa","MIN",1.10109,1.14583,1.36171,4.54946,3.15945,3.15945,0,0,17.4986,75.8827,17.0406,9.61465,8.84548,2.2767,7.26283,0,0.833342,15.1674,7.80099,3.73546,2.08836,1.17097,0.199879,0.0957112,0.1041681244969368,0.251386,1.38888,0.293269,0.695621,,,4.60091,0.150092,0.081357,999,1.13476,0.93164,1.01425,"sa3017788"
"Anthony Bass",,1.45699,1.73138,0,3.91661,29.1877,0,0,2.89341,29.1614,122.784,26.9369,13.7939,12.6904,3.94599,10.4774,1.47392,0.801709,28.1691,8.69375,3.2336,2.68856,1.21784,0.22942,0.0853318,0.14408808946609497,0.241576,1.28301,0.289595,0.740684,,,4.24254,0.150045,0.187064,999,1.30213,0.65089,0.987875,"7982"
"Richard Bleier","WSN",1.09501,0.989686,0,4.39971,24.26,0.000531219,0.000673921,1.92612,25.1079,107.5,27.7289,13.3415,12.2741,2.85356,5.67781,0.816807,1.28021,15.8384,5.67733,2.03523,2.78953,1.02287,0.147334,0.0528169,0.09451752156019211,0.275795,1.33053,0.303915,0.682219,,,4.30226,0.149866,0.0846022,999,1.5378,0.353727,1.0026,"7803"
"Anthony Maldonado","MIA",2.01617,1.94584,0,4.09614,31.5609,0,0,1.88343,33.1879,140.78,30.4921,16.4182,15.1047,4.45869,12.5283,0,1.51507,34.7616,9.42676,3.39746,2.77464,1.20912,0.246921,0.0889918,0.15792880207300186,0.240594,1.29627,0.297468,0.723315,,,4.17616,0.14914,0.227729,999,1.84011,-0.4593,0.844333,"sa1169893"
"Tyler Gilbert","CIN",0.828837,1.20593,0,4.85204,9.50541,1.03984,0,0,20.9943,91.1395,22.5629,12.3026,11.3184,3.18091,7.12833,0.253404,0.564738,17.7253,7.59861,3.05582,2.4866,1.36361,0.194485,0.0782134,0.11627203226089478,0.270388,1.41425,0.309912,0.688988,,,4.63543,0.147884,0.093714,999,2.11282,0.0713667,0.940401,"17964"
"Tim Herrin","CLE",1.98546,1.44608,0,3.91155,27.2401,0,0,1.33946,29.5431,126.792,26.7274,13.9564,12.8399,3.01977,13.0678,0.398481,1.32133,30.8663,9.40311,3.98098,2.36201,0.919942,0.243442,0.103065,0.1403762325644493,0.237784,1.34702,0.301946,0.726471,,,3.95543,0.145155,0.195426,999,1.75841,-0.781262,0.887808,"25139"
"Jake Diekman","NYM",2.43254,2.7,0,4.12849,53.3991,0,0.613457,9.65109,51.4382,226.59,42.2584,25.6476,23.5958,5.80724,32.0007,1.09984,3.16035,62.8167,10.9909,5.59908,1.96298,1.01608,0.277226,0.141227,0.13599853217601776,0.220752,1.44366,0.296821,0.735102,,,4.33098,0.144786,0.190931,999,3.06277,-0.221947,0.54753,"5003"
"Bryse Wilson","MIL",3.22662,3.28553,0.798388,4.40827,41.5588,2.19703,0.337036,6.15062,61.932,263.144,63.5748,32.9726,30.3348,9.47097,17.4327,1.00378,2.53382,47.4921,6.90158,2.53333,2.72432,1.37633,0.180479,0.0662476,0.11423176527023315,0.261434,1.30801,0.290546,0.709022,,,4.67657,0.141504,0.253483,999,1.52649,-0.138507,0.451752,"19990"
"Brett Martin",,1.10046,1.69487,0,4.00475,22.9714,0.000670516,0.198744,2.47971,23.3512,99.7762,23.7058,11.2942,10.3906,2.4263,7.65989,0.808034,0.691903,18.9181,7.29137,2.95226,2.46976,0.935143,0.189605,0.0767708,0.11283420026302338,0.259294,1.34321,0.303645,0.717638,,,4.05848,0.140503,0.158739,999,1.43855,0.811973,1.04296,"17369"
"Thomas Szapucki","SFG",0.528815,0.832083,0,4.00667,8.92383,0.00509932,0,1.38363,13.1669,56.0275,11.4991,6.37143,5.86171,1.18559,6.00626,0,0.338092,14.6718,10.0286,4.10547,2.44275,0.810391,0.261868,0.107202,0.15466582030057907,0.231449,1.3295,0.304901,0.702654,,,3.64254,0.140043,0.111717,999,0.321097,1.75804,1.16259,"21065"
"Alex Young","CIN",2.31496,2.13171,0,4.58426,42.6068,0.181034,0.563652,7.25867,42.9565,186.948,43.8491,23.783,21.8804,6.70333,16.9092,0.900532,1.61623,38.9771,8.16626,3.54271,2.30509,1.40444,0.208491,0.0904483,0.11804282665252686,0.260351,1.41441,0.302632,0.719732,,,4.76274,0.138973,0.091977,999,2.19982,-1.90008,0.545547,"18333"
"Josh Fleming","PIT",0.890202,0.868849,0.680295,4.84585,6.54136,2.64826,0,0.137366,23.5459,105.821,29.9476,13.7802,12.6778,2.88453,6.9459,0.575998,0.64457,12.8365,4.90651,2.65494,1.84807,1.10256,0.121303,0.065638,0.05566544830799103,0.30487,1.56687,0.327998,0.703491,,,4.72439,0.138605,0.105708,999,3.48632,0.15067,0.869608,"20418"
